# Darktide Penance Export
# Mod Version: 2.4.9
# Account: John Darktide
# Account ID: 00000000-0000-0000-0000-000000000000
# Platform: Steam
# Number of Characters: 5
# Account Level: 150
# Account True Level: 601
# Account Prestige: 37
#
# All Characters:
#   1. Bonk (Ogryn) - Level 30 (True: 103, Prestige: 6)
#   2. Dickot (Zealot) - Level 30 (True: 132, Prestige: 8)
#   3. JudgeSomething (Arbitrator) - Level 30 (True: 145, Prestige: 9)
#   4. Rudge (Veteran) - Level 30 (True: 45, Prestige: 2)
#   5. Montov (Psyker) - Level 30 (True: 176, Prestige: 12)
#
# Export Character: Rudge
# Export Archetype: Veteran
# Export Character Level: 30
# Export Character True Level: 45
# Export Additional Levels: +15
# Export Character Prestige: 2
#
# Export Date: 2026-01-26 16:12:01
# Export Timezone: -0500
# Total Penances: 1028
# Completed Penances: 884
# Completion Rate: 86.0%

Export_Account,Export_Platform,Export_Character,Export_Archetype,Export_Mod_Date,Achievement_ID,Category,Icon,Title,Description,Status,Progress,Goal,Progress_Percentage,Completion_Time,Score,Stats_Detail,Mastery_Level,Mastery_XP,Mastery_XP_Next_Level,Mastery_Progress_Percent
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_gunner_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_gunner,Bestiary: Gunners (3),Kill 150 Dreg or Scab Gunners,Completed,8878,150,5918%,2025-06-29 20:48:33,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_renegade_netgunner_killed_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_trappers,Bestiary: Scab Trapper (4),Kill 200 Scab Trapper,Completed,3215,200,1607%,2025-06-29 03:23:23,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_renegade_netgunner_killed_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_trappers,Bestiary: Scab Trapper (5),Kill 250 Scab Trapper,Completed,3215,250,1286%,2025-07-01 19:23:35,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_renegade_sniper_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_sniper,Bestiary: Scab Sniper (1),Kill 50 Scab Sniper,Completed,2456,50,4912%,2025-04-12 00:33:32,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_renegade_sniper_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_sniper,Bestiary: Scab Sniper (2),Kill 100 Scab Sniper,Completed,2456,100,2456%,2025-06-28 00:58:58,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_renegade_sniper_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_sniper,Bestiary: Scab Sniper (3),Kill 150 Scab Sniper,Completed,2456,150,1637%,2025-06-29 19:03:08,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_renegade_sniper_killed_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_sniper,Bestiary: Scab Sniper (4),Kill 200 Scab Sniper,Completed,2456,200,1228%,2025-07-26 00:08:24,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_shocktrooper_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_shocktrooper,Bestiary: Shotgunners (3),Kill 500 Dreg or Scab Shotgunners,Completed,8653,500,1730%,2025-07-01 22:06:00,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_cultist_mutant_killed_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_charger,Bestiary: Mutant (5),Kill 250 Mutant,Completed,2883,250,1153%,2025-07-26 02:42:13,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_ogryn_executor_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_crusher_exec,Bestiary: Crusher (1),Kill 100 Crusher,Completed,2248,100,2248%,2025-06-30 23:52:01,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_ogryn_executor_killed_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_crusher_exec,Bestiary: Crusher (4),Kill 1000 Crusher,Completed,2248,1000,224%,2025-09-18 13:08:01,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_ogryn_gunner_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_reaper,Bestiary: Reaper (1),Kill 100 Reaper,Completed,1504,100,1504%,2025-07-26 16:02:44,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_hound_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_pox_hound_penance,Bestiary: Pox Hound (2),Kill 100 Pox Hound,Completed,3416,100,3415%,2025-06-25 00:19:10,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,enemies_7,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0089,Purge The Heretics,Kill 1000000 enemies in total.,In Progress,387411,1000000,38%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,boss_fast_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0091,Time to Die (1),Kill a Monstrosity in 60s or less.,Completed,0,1,0%,2022-11-30 23:56:01,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,boss_fast_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0091,Time to Die (3),Kill a Monstrosity in 5s or less.,Completed,0,1,0%,2025-08-02 22:14:08,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,fast_enemies_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0092,Frenzied Killer (1),Kill 60 enemies in 30s.,Completed,132,60,220%,2023-10-15 14:38:25,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,fast_enemies_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0092,Frenzied Killer (3),Kill 120 enemies in 30s.,Completed,132,120,110%,2023-10-21 12:01:06,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,fast_headshot_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0094,Dodge This (1),Kill 3 enemies with Headshots within 10s.,Completed,16,3,533%,2022-12-01 01:55:12,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,fast_headshot_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0094,Dodge This (3),Kill 15 enemies with Headshots within 10s.,Completed,16,15,106%,2023-10-21 01:46:10,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_renegade_plasma_gunner_killed_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_plasma_gunner,Bestiary: Scab Plasma Gunner (5),Kill 1500 Scab Plasma Gunner,In Progress,1076,1500,71%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_berzerker_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_rager,Bestiary: Ragers (2),Kill 250 Dreg or Scab Ragers,Completed,7102,250,2840%,2025-06-28 02:08:48,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_gunner_killed_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_gunner,Bestiary: Gunners (4),Kill 200 Dreg or Scab Gunners,Completed,8878,200,4439%,2025-07-26 13:37:45,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_renegade_sniper_killed_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_sniper,Bestiary: Scab Sniper (5),Kill 250 Scab Sniper,Completed,2456,250,982%,2025-07-27 00:15:03,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_renegade_plasma_gunner_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_plasma_gunner,Bestiary: Scab Plasma Gunner (2),Kill 250 Scab Plasma Gunner,Completed,1076,250,430%,2025-10-08 13:12:04,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,enemies_killed_by_poxburster_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0123,The Enemy of my Enemy is my Friend,Kill 50 enemies by having a Poxburster explode next to them.,Completed,2266,50,4532%,2025-04-13 00:45:31,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,enemies_killed_by_poxburster_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0123,The Enemy of my Enemy is my Friend,Kill 100 enemies by having a Poxburster explode next to them.,Completed,2266,100,2266%,2025-07-01 00:18:14,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_renegade_netgunner_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_trappers,Bestiary: Scab Trapper (1),Kill 50 Scab Trapper,Completed,3215,50,6430%,2025-01-11 16:18:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_renegade_netgunner_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_trappers,Bestiary: Scab Trapper (2),Kill 100 Scab Trapper,Completed,3215,100,3215%,2025-04-12 01:50:48,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_cultist_mutant_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_charger,Bestiary: Mutant (1),Kill 50 Mutant,Completed,2883,50,5766%,2025-01-12 16:06:08,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_cultist_mutant_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_charger,Bestiary: Mutant (2),Kill 100 Mutant,Completed,2883,100,2883%,2025-06-27 02:12:35,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_cultist_mutant_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_charger,Bestiary: Mutant (3),Kill 150 Mutant,Completed,2883,150,1922%,2025-06-29 20:48:33,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_ogryn_bulwark_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_bulwark,Bestiary: Bulwark (2),Kill 250 Bulwark,Completed,2291,250,916%,2025-07-29 00:16:48,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_ogryn_bulwark_killed_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_bulwark,Bestiary: Bulwark (5),Kill 1500 Bulwark,Completed,2291,1500,152%,2025-11-22 01:46:33,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_renegade_plasma_gunner_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_plasma_gunner,Bestiary: Scab Plasma Gunner (1),Kill 100 Scab Plasma Gunner,Completed,1076,100,1076%,2025-09-30 23:26:44,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_renegade_plasma_gunner_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_plasma_gunner,Bestiary: Scab Plasma Gunner (3),Kill 500 Scab Plasma Gunner,Completed,1076,500,215%,2025-11-15 17:49:42,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_renegade_plasma_gunner_killed_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_plasma_gunner,Bestiary: Scab Plasma Gunner (4),Kill 1000 Scab Plasma Gunner,Completed,1076,1000,107%,2026-01-06 13:39:49,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_poxwalker_bomber_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_poxbuster,Bestiary: Poxburster (1),Kill 50 Poxburster,Completed,2217,50,4434%,2025-04-12 01:17:16,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_poxwalker_bomber_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_poxbuster,Bestiary: Poxburster (2),Kill 100 Poxburster,Completed,2217,100,2217%,2025-06-29 03:23:23,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_poxwalker_bomber_killed_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_poxbuster,Bestiary: Poxburster (4),Kill 200 Poxburster,Completed,2217,200,1108%,2025-07-27 16:30:51,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,enemies_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0089,Purge The Heretics,Kill 1000 enemies in total.,Completed,387411,1000,38741%,2022-12-02 01:03:19,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,enemies_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0089,Purge The Heretics,Kill 40000 enemies in total.,Completed,387411,40000,968%,2023-11-03 02:56:00,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,consecutive_headshots,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0090,Serial Killer,Kill 20 consecutive enemies with headshots.,Completed,20,20,100%,2025-11-20 12:20:22,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,boss_fast_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0091,Time to Die (2),Kill a Monstrosity in 20s or less.,Completed,0,1,0%,2023-10-18 11:42:04,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,fast_enemies_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0092,Frenzied Killer (2),Kill 90 enemies in 30s.,Completed,132,90,146%,2023-10-21 04:03:50,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,enemies_climbing,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0093,Flyswatter,Kill 50 climbing enemies.,Completed,3441,50,6881%,2022-12-05 00:37:26,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,fast_headshot_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0094,Dodge This (2),Kill 7 enemies with Headshots within 10s.,Completed,16,7,228%,2023-10-20 01:19:23,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_offence,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0088,"Attack, Attack, Attack!",Complete the following Offence Penances.,Completed,6,6,100%,2025-11-20 12:20:22,20,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_ogryn_gunner_killed_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_reaper,Bestiary: Reaper (4),Kill 1000 Reaper,Completed,1504,1000,150%,2025-11-22 22:44:39,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,team_win_without_ally_downed_longer_then_x,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0029,No Time to Bleed,As a team complete a mission on Heresy Threat or higher without being downed more than 5 times.,Completed,158,1,15800%,2024-05-19 20:09:46,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,enemies_6,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0089,Purge The Heretics,Kill 750000 enemies in total.,In Progress,387411,750000,51%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,enemies_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0089,Purge The Heretics,Kill 500000 enemies in total.,In Progress,387411,500000,77%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,enemies_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0089,Purge The Heretics,Kill 250000 enemies in total.,Completed,387411,250000,154%,2025-10-15 11:47:01,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,enemies_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0089,Purge The Heretics,Kill 100000 enemies in total.,Completed,387411,100000,387%,2023-12-19 13:31:30,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_poxwalker_bomber_killed_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_poxbuster,Bestiary: Poxburster (5),Kill 250 Poxburster,Completed,2217,250,886%,2025-08-02 23:19:53,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_poxwalker_bomber_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_poxbuster,Bestiary: Poxburster (3),Kill 150 Poxburster,Completed,2217,150,1478%,2025-07-26 00:08:24,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_hound_killed_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_pox_hound_penance,Bestiary: Pox Hound (5),Kill 250 Pox Hound,Completed,3416,250,1366%,2025-07-24 23:44:25,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_hound_killed_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_pox_hound_penance,Bestiary: Pox Hound (4),Kill 200 Pox Hound,Completed,3416,200,1707%,2025-06-30 23:08:25,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_hound_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_pox_hound_penance,Bestiary: Pox Hound (3),Kill 150 Pox Hound,Completed,3416,150,2277%,2025-06-28 00:58:58,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_hound_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_pox_hound_penance,Bestiary: Pox Hound (1),Kill 50 Pox Hound,Completed,3416,50,6831%,2025-01-12 16:06:08,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_ogryn_gunner_killed_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_reaper,Bestiary: Reaper (5),Kill 1500 Reaper,Completed,1504,1500,100%,2026-01-20 22:03:32,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chaos_ogryn_gunner_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_reaper,Bestiary: Reaper (3),Kill 500 Reaper,Completed,1504,500,300%,2025-09-17 12:50:22,5,,,,,
